ID,Category,Frage,Antwort1,Antwort2,Antwort3,Antwort4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,RichtigeAnt1,CorrectAns2,CorrectAns3
651,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist ein Hydrometer?,Wasserstoffmessgerät,Hygroskop,Ausrüstung zur Dichtemessung,Chlorwasserstoffmessgerät,NIL,NIL,NIL,NIL,NIL,NIL,Ausrüstung zur Dichtemessung,NIL,NIL
652,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist Siebrückstand?,Glührückstand,Rückstand im Sieb.,Rückstand im Sieb nach Wasserbehandlung,% Material verbleiben nach Siebprüfung.,NIL,NIL,NIL,NIL,NIL,NIL,% Material verbleiben nach Siebprüfung.,NIL,NIL
653,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist ein Dip-Pick-Up-Test?,Lackmuspapier in Chemikalie getaucht,Material in Chemikalie getaucht,% Trockenchemikalienbeschichtung auf Nylon oder Polyester.,% Nylon oder Polyester in Chemikalie getaucht,NIL,NIL,NIL,NIL,NIL,NIL,% Trockenchemikalienbeschichtung auf Nylon oder Polyester.,NIL,NIL
654,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welcher Test wird für die Partikelstruktur von Ruß durchgeführt?,DBP-Test,IAN- Tst,Schmelzpunkttest (MP),Erweichungspunkttest (SP),NIL,NIL,NIL,NIL,NIL,NIL,DBP-Test,NIL,NIL
655,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Bezugsquelle für Naturkautschuk ist?,Hevea brasiliensis,Hevea guianensis,Hevea microphylla,Hevea pauciflora,NIL,NIL,NIL,NIL,NIL,NIL,Hevea brasiliensis,NIL,NIL
656,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Nylon-6 wird hergestellt aus?,Adipinsäure und Hexamethylendiamin,Maleinsäureanhydrid und Hexamethylendiamin,Sebacinsäure und Hexamethylendiamin ,Caprolactam,NIL,NIL,NIL,NIL,NIL,NIL,Caprolactam,NIL,NIL
657,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist Caprolactam-Rohstoff?,Naphtalin,Benzol,Pyridin ,Phenol,NIL,NIL,NIL,NIL,NIL,NIL,Benzol,NIL,NIL
658,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welches der folgenden Materialien ist das elastischste?,Gummi,Kunststoff,Glas,Stahl,NIL,NIL,NIL,NIL,NIL,NIL,Stahl,NIL,NIL
659,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist Zugbelastung?,Vergrößerung der Länge/ursprünglichen Länge,Reduzierung der Länge/ursprünglichen Länge,Änderung des Volumens/der ursprünglichen Länge,Gewicht/ursprüngliche Länge,NIL,NIL,NIL,NIL,NIL,NIL,Vergrößerung der Länge/ursprünglichen Länge,NIL,NIL
660,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche der folgenden ist eine einfache Belastungsart?,Druckspannung,Schubspannung,Bereichsdehnung,Volumenbelastung,NIL,NIL,NIL,NIL,NIL,NIL,Bereichsdehnung,NIL,NIL
661,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Etwaige Anteils-% von Stahl in TBR-Reifen?,"0,35","0,19","0,12","0,06",NIL,NIL,NIL,NIL,NIL,NIL,"0,19",NIL,NIL
662,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,% Kupfergehalt in Stahldraht?,"0,635","0,4","0,03","0,7",NIL,NIL,NIL,NIL,NIL,NIL,"0,635",NIL,NIL
663,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist die Pull-out-Geschwindigkeit beim T-Pull-Haftfestigkeitstest?,125 mm/min,150 mm/min,200 mm/min,250 mm/min,NIL,NIL,NIL,NIL,NIL,NIL,125 mm/min,NIL,NIL
664,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wie hoch sollte die Feuchtigkeit von Dipped Nylon sein?,"0,015","0,025","0,035","0,045",NIL,NIL,NIL,NIL,NIL,NIL,"0,015",NIL,NIL
665,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wie hoch ist die Geschwindigkeit bei der Pull-Haftfestigkeitsprüfung von Wulstdraht?,125 mm/min,100 mm/min,200 mm/min,250 mm/min,NIL,NIL,NIL,NIL,NIL,NIL,125 mm/min,NIL,NIL
666,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist als Polyesterpolymer klassifiziert?,"Nylon-6,6",Terylen,Backelite,Melamin,NIL,NIL,NIL,NIL,NIL,NIL,Terylen,NIL,NIL
667,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welches Polymer wird durch Kondensationspolymerisation hergestellt?,Teflon,Gummi ,Styrol,"Nylon-6,6",NIL,NIL,NIL,NIL,NIL,NIL,"Nylon-6,6",NIL,NIL
668,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welcher der folgenden Stoffe ist ein Polyamid?,Teflon,"Nylon-6,6",Terylen,Bakelite,NIL,NIL,NIL,NIL,NIL,NIL,"Nylon-6,6",NIL,NIL
669,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Bei welcher Temperatur werden Verstärkungsmuster im Labor konditioniert?,"Temperatur 23±2 °C, Feuchtigkeit 55±5 %","Temperatur 20±2 °C, Feuchtigkeit 65±5 %","Temperatur 25±2 °C, Feuchtigkeit 60±5 %","Temperatur 23±2 °C, Feuchtigkeit 65±5 %",NIL,NIL,NIL,NIL,NIL,NIL,"Temperatur 23±2 °C, Feuchtigkeit 55±5 %",NIL,NIL
670,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Temperaturspezifikation des Stoffs beim Aufziehen?,? 35,? 30,? 40,? 45,NIL,NIL,NIL,NIL,NIL,NIL,? 35,NIL,NIL
671,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welcher Baustahlkorddraht wird beim PLT-Abdrücker verwendet?,2x.30 HT,2x.50 HT,3+8X0.35HT,1+5x.40HT,NIL,NIL,NIL,NIL,NIL,NIL,2x.30 HT,NIL,NIL
672,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist die Klimatisierungsspezifikation für den Aufsteckraum?,"Temp.: 20 bis 26 °C, Relative Feuchtigkeit: Max. 30 %","Temp.: 22 bis 32 °C, Relative Feuchtigkeit: Max. 40 %","Temp.: 20 bis 26 °C, Relative Feuchtigkeit: Max. 40 %","Temp.: 30 bis 36 °C, Relative Feuchtigkeit: Max. 40 %",NIL,NIL,NIL,NIL,NIL,NIL,"Temp.: 22 bis 32 °C, Relative Feuchtigkeit: Max. 40 %",NIL,NIL
673,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist Denier-Spezifikation?,Gewicht in Gramm von 9.000 Metern Garn,Gewicht in Gramm von 90.000 Metern Garn,Gewicht in Gramm von 1.000 Metern Garn,Gewicht in Gramm von 10.000 Metern Garn,NIL,NIL,NIL,NIL,NIL,NIL,Gewicht in Gramm von 9.000 Metern Garn,NIL,NIL
674,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist D Tex?,Masse in Kilogramm pro 1.000 Meter Länge,Masse in Kilogramm pro 9000 Meter Länge,Masse in Kilogramm pro 10.000 Meter Länge,Masse in Kilogramm pro 5000 Meter Länge,NIL,NIL,NIL,NIL,NIL,NIL,Masse in Kilogramm pro 1.000 Meter Länge,NIL,NIL
675,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was sind die Testbedingungen für Polyamid 6 während der Schrumpfung?,180 °C & 2 Minuten,180 °C & 5 Minuten,160 °C & 2 Minuten,160 °C & 5 Minuten,NIL,NIL,NIL,NIL,NIL,NIL,160 °C & 5 Minuten,NIL,NIL
676,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist SPS?,Strukturierte Problemlösung,Produkt / Prozess / System,Strukturiertes Positionssystem,Semi-Produktsystem,NIL,NIL,NIL,NIL,NIL,NIL,Strukturierte Problemlösung,NIL,NIL
677,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist RN?,Radialhinweis,Verhältniszahl,Freigabemitteilung,Ressourcenhinweis,NIL,NIL,NIL,NIL,NIL,NIL,Freigabemitteilung,NIL,NIL
678,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,CTD steht für?,Continental Tire Department,Größe vulkanisierter Reifen,Continental Tire Development,Critical Tire Dimension,NIL,NIL,NIL,NIL,NIL,NIL,Größe vulkanisierter Reifen,NIL,NIL
679,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,CTDL steht für?,Cured Tire Dimension Layout,Cured Tire Development Length,Cured Tire Design Length,Cured Tire Development Length,NIL,NIL,NIL,NIL,NIL,NIL,Cured Tire Dimension Layout,NIL,NIL
680,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,CSR steht für?,Customer Specific Requirements,Continental Specific Requirements,Customer Specification Requirements,Customer Standard Requirements,NIL,NIL,NIL,NIL,NIL,NIL,Customer Specific Requirements,NIL,NIL
681,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,SSR-Reifen bedeutet?,Self-Supporting Runflat-Reifen,Self -Supporting Radial Tire,Strong -Support Radial Tire,"Keines davon (a,b&c)",NIL,NIL,NIL,NIL,NIL,NIL,Self-Supporting Runflat-Reifen,NIL,NIL
682,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was meinen wir mit FVMMS?,Federal Motor Vehicle Safety Standard ,Fast Motor Vehicle speed Standards,Federal Motor Vehicle Safety Standard,Fast Motor Vehicle Speed Standards,NIL,NIL,NIL,NIL,NIL,NIL,Federal Motor Vehicle Safety Standard ,NIL,NIL
683,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet UTQG?,Uniform Tire Quality Grading ,Uniform Tire Quality Group,Uniform Tire Quantity Grading,Uniform Tire Quality Grading,NIL,NIL,NIL,NIL,NIL,NIL,Uniform Tire Quality Grading ,NIL,NIL
684,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet CORE?,Continental Order Report and Evaluation System,Continental Order Rapid Evaluation System,Cost Order Report and Evaluation System,Name eines Reifens,NIL,NIL,NIL,NIL,NIL,NIL,Continental Order Report and Evaluation System,NIL,NIL
685,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet TSI?,Tire Sidewall Lettering,Total Sidewall Lettering,Tire Section Lettering,Tire Speed Lettering,NIL,NIL,NIL,NIL,NIL,NIL,Tire Sidewall Lettering,NIL,NIL
686,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet PIP?,Plant Improvement Process,Production Improvement Process,Potential Improvement Parameter,Product Industrialization Process,NIL,NIL,NIL,NIL,NIL,NIL,Production Improvement Process,NIL,NIL
687,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet DISC bei der Vulkanisierpresse?,Dual Internal Steam Cure,Direct Internal Steam Cure,Direct Internal Steam Control,Dual Internal Steam Control,NIL,NIL,NIL,NIL,NIL,NIL,Dual Internal Steam Cure,NIL,NIL
688,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welches Kriterium bezieht sich auf das Ziehen des Fahrzeugs in eine Richtung?,Konizität ,Radialkraft,Seitenkraft,Unwucht,NIL,NIL,NIL,NIL,NIL,NIL,Konizität ,NIL,NIL
689,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,NVH steht für?,Noise Vibration Harshness,Noise Vibration High,Noise Vehicle High,Noise Value High,NIL,NIL,NIL,NIL,NIL,NIL,Noise Vibration Harshness,NIL,NIL
690,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,RPA steht für?,Rubber Process Analyzer,Radial Product Analysis,Radial Process Analysis,Rubber Product Analyzer,NIL,NIL,NIL,NIL,NIL,NIL,Rubber Process Analyzer,NIL,NIL
691,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wofür steht 65 in der Reifengröße 215/65R15-89 H?,Querschnittsbreite,Seitenverhältnis,Felgengröße in mm,Querschnittshöhe,NIL,NIL,NIL,NIL,NIL,NIL,Seitenverhältnis,NIL,NIL
692,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet Seitenverhältnis bei der Reifengröße?,Verhältnis Querschnittshöhe zu -breite,Verhältnis Querschnittsbreite zu -höhe,Verhältnis Querschnittshöhe zu Felgendurchmesser,Verhältnis Querschnittsbreite zu Felgendurchmesser,NIL,NIL,NIL,NIL,NIL,NIL,Verhältnis Querschnittshöhe zu -breite,NIL,NIL
693,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welches ist kein Wulstverstärkungsmaterial?,Nylon,Kunststoff,Stahl,Rayon,NIL,NIL,NIL,NIL,NIL,NIL,Kunststoff,NIL,NIL
694,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was meinen wir mit SUB-Konstruktion?,Seitenwand unter Gurt,Seitenwand unter Wulst,Sidewall Up bead (Seitenwand auf Wulst),Sidewall Up belt (Seitenwand auf Gurt),NIL,NIL,NIL,NIL,NIL,NIL,Seitenwand unter Gurt,NIL,NIL
695,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was meinen wir mit SOT-Konstruktion?,Side -Over-Tread (Seite über Lauffläche),Seitenwand über Lauffläche,Sidewall-Optimum -Tread (Seitenwand optimale Lauffläche),Sidewall- Out-Tread (Seitenwand aus Lauffläche),NIL,NIL,NIL,NIL,NIL,NIL,Seitenwand über Lauffläche,NIL,NIL
696,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist mit MFS gemeint?,Leitmerkmalblatt,Leitfunktionsblatt,Leitmerkmalspezifikation,Materialeigenschaftsblatt,NIL,NIL,NIL,NIL,NIL,NIL,Leitmerkmalblatt,NIL,NIL
697,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist bei einem PLT-Reifen nicht von der Lauffläche abhängig?,Steuert den Innendruck und hält den Reifen in Form,Sorgt für hohe Laufleistung.,Gute Straßenhaftung,Sorgt für Wasserverdrängung,NIL,NIL,NIL,NIL,NIL,NIL,Steuert den Innendruck und hält den Reifen in Form,NIL,NIL
698,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Welche Komponente eines Reifens begünstigt Fahrstabilität, Lenk- und Komfortverhalten?",Lauffläche,Seitenwand,Textilcordeinlage,Wulstspitze,NIL,NIL,NIL,NIL,NIL,NIL,Wulstspitze,NIL,NIL
699,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Komponente eines Reifens verbessert die Eignung für hohe Geschwindigkeiten?,Fugenlose Laufflächenlagen,Lauffläche,Wulst,Wulstspitze,NIL,NIL,NIL,NIL,NIL,NIL,Fugenlose Laufflächenlagen,NIL,NIL
700,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Komponente eines Reifens steuert den Innendruck und hält den Reifen in Form?,Seitenwand,Textilcordeinlage,Wulst,Lauffläche,NIL,NIL,NIL,NIL,NIL,NIL,Textilcordeinlage,NIL,NIL
701,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Funktion hat die Seitenwand eines Reifens?,Schützt die Karkasse vor externer Beschädigung und Witterungseinflüssen,Begünstigt Fahrstabilität,Sorgt für Lenkpräzision,Verbessert den Komfort,NIL,NIL,NIL,NIL,NIL,NIL,Schützt die Karkasse vor externer Beschädigung und Witterungseinflüssen,NIL,NIL
702,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Produktmerkmale oder Produktionsprozessparameter, die Auswirkungen auf die Sicherheit oder Einhaltung behördlicher Vorschriften, die Passform, die Funktion, die Leistung oder die weitere Verarbeitung des Produktes haben können, nennt man?",Besonderes Merkmal,Vorgeschriebene Merkmale,Kundenmerkmale,Besonderes Merkmal,NIL,NIL,NIL,NIL,NIL,NIL,Besonderes Merkmal,NIL,NIL
703,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Der pH-Wert des Wassers repräsentiert?,Den Eisengehalt von Wasser,Den Salzprozentsatz in Wasser,Saures/basisches Wasser,Nichts davon,NIL,NIL,NIL,NIL,NIL,NIL,Saures/basisches Wasser,NIL,NIL
704,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wofür steht die Abkürzung TTL (Extruder)?,Triplex-Lauffläche,Total Tread Line,Torque tread line,Nichts davon,NIL,NIL,NIL,NIL,NIL,NIL,Triplex-Lauffläche,NIL,NIL
705,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Funktion hat das Profilometer?,Längenmessung,Winkelmessung,Dickenmessung,Nichts davon,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
706,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welcher Parameter wird von pH-Störungen beeinflusst?,Stärke,Breite,Länge,Klebrigkeit,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
707,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,OE-Reifen müssen Einstufungsspezifikationen entsprechen für:,Homogenität,Gleichgewicht,Seitenwandwelligkeit,Alle obigen Punkte,NIL,NIL,NIL,NIL,NIL,NIL,Alle obigen Punkte,NIL,NIL
708,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Ford OE-Reifen müssen einen roten Punkt an der Seitenwand haben.  Ford verwendet diese Kennzeichnung, um",Die Außenseite des Reifens anzugeben,Reifen mit der Felge passend montieren.,Sichtprüfungen durchzuführen,Keines der Vorstehenden.,NIL,NIL,NIL,NIL,NIL,NIL,Reifen mit der Felge passend montieren.,NIL,NIL
709,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Auf Anhängern oder in Containern verschickte Reifen werden mit folgender Methode verladen:,Stove Piped,Gebündelt,Locker geschnürt,Alle obigen Punkte,NIL,NIL,NIL,NIL,NIL,NIL,Alle obigen Punkte,NIL,NIL
710,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Was tun wir, um Fremdstoffe im Green Tire zu vermeiden?",Komponenten nicht mischen,Kautschuk/Green Tire nicht auf den Boden Setzen,Alle obigen Punkte,-,NIL,NIL,NIL,NIL,NIL,NIL,Alle obigen Punkte,NIL,NIL
711,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wie hoch ist die maximale Kordzahl für die Lagenverbindung?,10 +/- 2,4 +/- 2,8 +/- 2,-,NIL,NIL,NIL,NIL,NIL,NIL,4 +/- 2,NIL,NIL
712,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Welcher Qualitätsfaktor bei der Extrusion verhindert, dass Fremdkörper wie Schrauben, Muttern oder Unterlegscheiben in das Endprodukt gelangen?",Röntgen,Gewichtsanzeige,Metallsuchgerät,Shearographie,NIL,NIL,NIL,NIL,NIL,NIL,Metallsuchgerät,NIL,NIL
713,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Was ist die gewünschte Prozessfähigkeit für geschnittene Komponentenbreiten für Gurte, Drahtscheuerschutz und Stahleinlage?",0,"0,33","0,66",Jan 33,NIL,NIL,NIL,NIL,NIL,NIL,Jan 33,NIL,NIL
714,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welcher Teil des Laufflächenaufbringungsprozesses beim Reifenbau kann zu Fahrbeanstandungen von Kunden beitragen?,Unebene Laufflächenverbindung,Lauffläche zu lang,zu kurz,Lauffläche nicht mittig platziert,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
715,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was sind die kritischen Faktoren des Vulkanisationsprozesses?,"Zeit, Temperatur und Druck",Temperatur und Unterdruck,Unterdruck und Druck,"Zeit, Unterdruck und Feuchtigkeit",NIL,NIL,NIL,NIL,NIL,NIL,"Zeit, Temperatur und Druck",NIL,NIL
716,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Was sind einige der Qualitätsprüfungen, die am fertigen, vulkanisierten Reifen vor seiner Freigabe durchgeführt werden?",Gleichgewicht,Reifenhomogenität,Röntgenstrahl,Sichtprüfung,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
717,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wie viele Größenlayouts vulkanisierter Reifen sind pro Artikel erforderlich?,1 pro Artikel pro Jahr,1 pro Artikel pro Monat ,"1 pro Artikel und Jahr oder mehr, nach dem Ermessen des Werks oder auf spezielle Kundenanfrage",Keiner der obigen Punkte,NIL,NIL,NIL,NIL,NIL,NIL,"1 pro Artikel und Jahr oder mehr, nach dem Ermessen des Werks oder auf spezielle Kundenanfrage",NIL,NIL
718,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wie viele Größenmesspunkte werden gemäß POMS-Dokument TCST-M-06-B-03-WI-0492-05 Cured Tire Cross Sectional Dimensional Analysis bei einem typischen PLT-Artikel verzeichnet?,80,64,124,Keines der Vorstehenden,NIL,NIL,NIL,NIL,NIL,NIL,80,NIL,NIL
719,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was erwartet der Kunde von einem Reifen?,"Ein Reifen, der optisch annehmbar ist und sich gut fährt/verhält",Dass er einen Fehler an der Rückseite der Seitenwand hat,Dass er übermäßigen Laufflächenabrieb zeigt,Dass er eine Abplattung hat,NIL,NIL,NIL,NIL,NIL,NIL,"Ein Reifen, der optisch annehmbar ist und sich gut fährt/verhält",NIL,NIL
720,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welchen Reifentest erwarten OE-Kunden in den USA?,Reifenhomogenität (TUO),Unwucht ,Geometrie,Alle obigen Punkte,NIL,NIL,NIL,NIL,NIL,NIL,Alle obigen Punkte,NIL,NIL
721,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Im HInblick auf Anomalien und Rückschläge, welche Presse sollte am besten gewählt werden, wenn Formen zur Platzierung in verschiedenen Pressentypen geplant werden?",BOM,Hydraulisch,Kein Unterschied zwischen A & B,Keine,NIL,NIL,NIL,NIL,NIL,NIL,Hydraulisch,NIL,NIL
722,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wulstquetschungsanomalien werden verursacht durch:,Fehlausrichtung von Ladegeräten,Verzogenen Green Tires,Unregelmäßig geformten Heizbälgen,Alle obigen Punkte,NIL,NIL,NIL,NIL,NIL,NIL,Alle obigen Punkte,NIL,NIL
723,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was sind die richtigen Schritte des Deming Circle?,Plan – Do – Check – Act,Plan - Check - Do - Act,Check - Plan - Act - Do,Check - Plan - Do - Act,NIL,NIL,NIL,NIL,NIL,NIL,Plan – Do – Check – Act,NIL,NIL
724,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche ist die wichtigste Regel für den Gemba Walk oder den Rundgang des Managements?,"Vor Ort, echtes Objekt, genau jetzt","Vor Ort, echtes Objekt, Realität","Echte Daten, echtes Objekt, aktueller Status","Echte Daten, echtes Objekt, echter Prozess",NIL,NIL,NIL,NIL,NIL,NIL,"Vor Ort, echtes Objekt, Realität",NIL,NIL
725,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Normalerweise müssen wir das Prinzip ""5W3H"" einhalten, um ein Problem zu beschreiben. Wofür steht ""5W3H""?","Wer, wann, wo, was, warum, wie, wie viel (viele), der Eindruck des Kunden","Wer, wann, wo, was, welche, wie, wie viel (viele), der Eindruck des Kunden","Wer, wann, wo, was, warum, wie, wie viel (viele), wie lange","Wer, wann, wo, was, warum, wie, wie viel (viele), wie oft",NIL,NIL,NIL,NIL,NIL,NIL,"Wer, wann, wo, was, warum, wie, wie viel (viele), der Eindruck des Kunden",NIL,NIL
726,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Oberste Priorität hat das Sperrlager, wenn ein Problem auftritt. Was ist die falsche Beschreibung dieser Maßnahme?",Verdächtiges Produkt von Teilen ohne Vorkommnisse trennen,Verdächtiges Produkt von Teilen mit Vorkommnissen trennen,"Verdächtiges Produkt von Teilen trennen, bei denen bereits Vorkommnissen aufgetreten sind",Alle Teile ohne Trennung ins Sperrlager schicken,NIL,NIL,NIL,NIL,NIL,NIL,Alle Teile ohne Trennung ins Sperrlager schicken,NIL,NIL
727,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche der nachfolgenden ist keine alte QC 7-Methode? ,Trend-Diagramm,SPC,5S,Pareto-Diagramm,NIL,NIL,NIL,NIL,NIL,NIL,5S,NIL,NIL
728,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Was gehört bei der Nichtkonformitätskontrolle nicht zum Prinzip der ""drei Dont's"", das wir einhalten müssen? ",Nichtkonformes nicht produzieren,Nichtkonformes nicht transferieren,Nichtkonformes nicht zurückweisen,Nichtkonformes nicht akzeptieren,NIL,NIL,NIL,NIL,NIL,NIL,Nichtkonformes nicht zurückweisen,NIL,NIL
729,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Ein Reifen wird in der Tagesschicht 2016-07-26 produziert. Welche DOT-Woche erscheint auf diesem Reifen? ,3016,3116,1631,1630,NIL,NIL,NIL,NIL,NIL,NIL,3016,NIL,NIL
730,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Allgemein ausgedrückt, können wir die neue Maschine freigeben, wenn ihr CmK über _____ liegt? ",1,Jan 33,Jan 67,02. Feb,NIL,NIL,NIL,NIL,NIL,NIL,Jan 67,NIL,NIL
731,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welches nachstehende Kriterium gehört nicht zur Reifenhomogenität? ,RFPP,LFPP,Konizität,Gewicht,NIL,NIL,NIL,NIL,NIL,NIL,Gewicht,NIL,NIL
732,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welcher nachfolgende Begriff bezieht sich nicht auf die Reifen-NVH-Leistung? ,Geräusch,Härte,Vibration,Rauigkeit,NIL,NIL,NIL,NIL,NIL,NIL,Härte,NIL,NIL
733,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was in 5M1E gehört nicht zur Fischgrätdiagramm-Analyse? ,Mensch,Maschine,Material,Markt,NIL,NIL,NIL,NIL,NIL,NIL,Markt,NIL,NIL
734,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wofür steht DMAIC bei der Problemlösung? ,Definieren – messen – analysieren – verbessern – steuern,Definieren – managen – analysieren – verbessern – steuern,Definieren – messen – handeln – implementieren – steuern,Definieren – messen – analysieren – verbessern –  kontrollieren,NIL,NIL,NIL,NIL,NIL,NIL,Definieren – messen – analysieren – verbessern – steuern,NIL,NIL
735,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was gehört nicht zu UTQG? ,Profilabnutzung,Traktion,Temperatur,Reifengewicht,NIL,NIL,NIL,NIL,NIL,NIL,Reifengewicht,NIL,NIL
736,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist nicht der Grund für die Spezifikation der Spleissverbindungen der Reifenkomponenten beim Reifenbau? ,zur Verbesserung der Reifenhomogenität,zur Verbesserung der Reifenhaltbarkeit,zur Verbesserung der Reifengeometrie,zur Verbesserung der Reifensymmetrie,NIL,NIL,NIL,NIL,NIL,NIL,zur Verbesserung der Reifenhaltbarkeit,NIL,NIL
737,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welcher nachstehende ist kein Schritt des Projektmanagements? ,Projektstart,Projektmeilenstein-Meeting,Projektabschluss/-nachbereitung,Aufschlüsselung des Projektarbeitspakets,NIL,NIL,NIL,NIL,NIL,NIL,Aufschlüsselung des Projektarbeitspakets,NIL,NIL
738,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist der Hauptzweck der Spezifikation des Vektors der Vulkanisationsform? ,zur Verbesserung der Reifenhomogenität,zur Verbesserung der Reifenhaltbarkeit,zur Verbesserung der Hochgeschwindigkeitsleistung des Reifens,zur Verbesserung des Reifenaussehens,NIL,NIL,NIL,NIL,NIL,NIL,zur Verbesserung der Reifenhomogenität,NIL,NIL
